단어,빈도
11조,65
1~7일,9
75세,92
45만,81
58채,4
MZ세대,135
2000년,134
9620원,20
1570원,12
1360여명,11
64곳,10
54곳,12
9~11일,3
11곳,225
5단지,32
4088개,7
577만,14
93만,38
299만,12
1노조,6
437건,9
280여,7
3부,35
1200여명,12
456명,47
437명,27
66명,100
F노선,13
480조,47
192만,58
1390번,1
992명,6
263개,6
212개,13
LG메트로시티,8
7374세대,1
11마리,6
10마리,11
0시,136
1교사,1
SRT동탄역,19
기흥IC,23
403실,4
27실,5
GS칼텍스,18
17점,7
KOVO컵,3
SD바이오센서,15
SD바이오,3
119지역,1
17개,132
8692억,1
119안전,34
229억,4
124억,7
1차장,25
1급,36
6000주,2
2400주,1
KEB하나은행,5
NH투자증권,99
6800만,9
9060억,10
4400억,11
AI연구개발,1
1000가구,205
1062원,1
500~999가구,1
1091원,1
300~499가구,2
1152원,1
150~299가구,5
1271원,1
47층,9
1069가구,24
2607가구,17
1598가구,18
IS동서,1
1947가구,2
15마리,6
SK아카데미,20
51층,49
5442세대,8
119만,49
107만,97
106만,38
104만,28
104건,14
201건,12
69개,41
460곳,11
150세대,25
1그룹,112
2그룹,72
1000세대,32
3그룹,77
276만,17
164건,14
X파일,5
성남FC,44
523번,1
K반도체,26
431만,4
986마리,1
72마리,3
HDC현대산업개발,149
1500만,99
48주차,1
43.6명,1
108곳,15
프로젝트1,6
프로젝트2,6
김량장1,9
마평2,5
고림2,5
마북1,6
처인1,5
기흥1,6
3단계,169
17대,27
7200만,13
49번,8
64일,8
희망2024,10
14년,161
218억,38
57억,45
골드CC,10
LED램프,2
35건,33
시흥3,3
군포1,5
여주2,6
148명,44
134표,1
125표,1
124표,1
파주2,1
고양10,2
동두천2,2
수원3,4
성남5,1
부천2,1
구리1,1
안양3,2
시흥1,4
수원10,3
성남8,2
57조,5
614조,12
199억,8
1초,13
35년,42
10원,27
4907명,19
3000여개,2
1주년,61
90개,9
131곳,10
2022년도,22
2023년도,39
34곳,19
127만,29
R&D사업,3
84호,25
KTX중부내륙선,1
2191억,9
914세대,5
383억,11
812세대,4
280억,12
850평,4
3면,43
1달,16
5종,31
8종,24
2886가구,1
6번지,41
18층,34
20번지,5
692가구,1
17층,53
269번지,1
498가구,7
15번지,12
2604가구,1
5번지,39
35층,46
3개년도,12
49곳,31
40곳,33
865곳,3
49개,28
00만,2
4000억,31
259만,19
258만,21
305만,7
337면,6
300면,6
32면,6
22면,10
65면,6
27만,263
966만,11
220만,93
P사,21
1항,26
292억,16
285억,20
16건,103
388억,20
2150억,6
150건,15
21곳,85
LED안심조명,2
용인1,17
47곳,34
114억,19
1600가구,5
9838가구,6
12블록,13
5블록,21
394가구,7
17단지,4
1144가구,7
309가구,9
600여,35
9위,64
UN사무총장,34
30가구,61
10여억,1
LG자이아파트,3
228억,7
수원8,8
3기,84
501곳,2
130여,37
4주차,4
700건,14
6주차,2
300건,10
8주차,1
400건,9
755명,3
20병상,2
650조,10
346만,6
동탄레이크파크자연&e편한세상,4
580가구,28
851가구,7
18블록,1
강원FC,51
194명,11
FC서울,22
135명,35
K리그,25
2차선,66
656명,14
75명,99
435명,10
221명,12
61명,81
1755만,5
581만,8
851만,6
6626호,15
1200호,9
60곳,24
48곳,51
105곳,16
대3-6호,2
145명,41
141명,16
534명,3
3665명,1
1쿠션,4
3쿠션,5
8강,40
18건,61
10~15명,7
350여,16
3급,28
114명,64
103명,109
89명,102
121명,38
155명,37
77명,68
119명,69
96.4명,4
46명,111
7점,21
484곳,4
200여개,36
52개,13
3.7대,4
959개,2
3학년,39
11살,13
2학년,49
152곳,7
7개국,11
용인시1,1
784억,9
2606억,11
11건,69
43호,137
95년,11
1424곳,1
546명,19
640명,6
824명,14
157명,17
130개,12
719명,18
1039건,9
4500여만,11
6500여만,10
6599만,1
3182명,1
235만,3
신탕진동로1,1
19번,30
길3,1
4기,143
5포,5
HLC기술,3
8~10월,2
7~8년,12
996회,6
20시,5
MBC음대,1
5771원,2
15길,9
10단지,11
종합상가111,5
5201만,2
3313명,1
1053명,3
12기,4
1841억,1
904억,5
2019억,1
157억,6
KB부동산,49
21층,20
7800만,10
5000여,42
3502만,1
1613만,2
5차례,42
2718만,4
1120만,4
9000만,71
96세,12
중앙CMI,1
87세,4
101호실,1
9호실,2
90세,16
SK주식회사,1
JSY코퍼레이션,1
3호실,3
97세,7
5호실,5
25곳,72
4마리,14
SK에너지,5
18.2달러,1
152.8달러,1
18.3달러,1
37척,1
102편,1
6221명,1
2586개소,1
11언더,40
파73,1
71타,7
64타,6
135타,5
3타,45
4학년,32
20.68대,5
17.92대,4
49.94대,6
28.67대,6
151.74대,4
105.32대,4
32.94대,4
15.11대,4
12.47대,4
602만,8
386만,3
369만,2
358만,6
6위,115
11위,71
15위,15
16위,13
50위,9
365일,42
1074억,2
86가구,13
4677억,1
9800억,1
IT기업들,8
15~64세,13
16분,20
1907년,4
979명,16
840여,1
10여가지,1
PC게임,1
172억,20
B사,137
D씨,228
796건,1
서울FC,7
2541억,2
1070억,2
NH올원리츠,3
377만,5
세이브존I&C,2
30원,3
350원,2
398억,5
550억,33
350억,47
105억,19
938명,7
1710세대,3
35도,30
4언더,37
68타,30
3라운드,63
13언더,25
203타,26
2승,76
5승,16
4타,22
12번,54
14번,31
파4,107
2언더,26
70타,14
7언더,21
209타,5
1라운드,42
1999년,124
21년,64
1239세대,3
1423세대,2
184세대,6
11호,7
VIP실,3
20위,67
5340대,3
3448대,3
43억,49
66개,10
ESG경영,54
102곳,26
FTA활성화,2
FTA활용률,1
2.03배,2
8663명,2
8892명,2
8984명,2
6771명,4
3981명,2
4332명,3
4467명,2
285명,9
751명,16
728명,1
722명,6
186명,26
207명,12
208명,19
215명,17
5287만,3
848만,4
191만,7
197만,21
344만,8
147만,4
334만,12
101만,11
111만,19
23조,11
1~2단계,16
광교상현IC,12
수원신갈IC,15
100상자,3
1열,8
380마력,6
3초,46
23스피커,7
5816가구,1
6468억,1
1동,15
16곳,134
500톤,17
1~2등급,7
6분,64
115건,6
5급,105
AI분야,6
LED조명,22
KD개발,18
65억,52
103개,8
188개,13
368가구,5
18주,12
4578가구,2
2383가구,2
1770만,5
8시즌,2
367억,11
215개소,1
178억,11
1~6단지,2
6700가구,1
LH직원,9
LH직원들,9
TF구성,2
50여개,84
99일,10
45일,22
54일,11
509명,3
33개,52
341명,11
168명,22
4호실,2
1030명,14
4~12일,1
4인,112
642만,22
194만,29
62배,5
24시간,206
3800미터,5
1000년,9
20세기,17
1909년,6
547일,5
뉴스120,1
22번지,30
1만본,1
183.42대,4
833가구,1
113가구,13
22위,6
474세대,6
175세대,6
144명,36
239억,12
11회차,4
수원CC,12
3~4언더,4
5언더,29
1~2언더,2
1~2오버,2
3오버,4
11회,17
000여,75
80여억,9
1938년,8
84세,9
1982년,16
11차례,14
1990년,35
22년,82
45세,17
44석,6
3석,12
4919가구,3
767가구,6
GTX-B노선,10
750가구,6
58번지,8
472가구,25
771가구,10
59개소,3
626개소,2
3개소,40
5개소,8
1개소,55
71개소,3
931.3명,1
1017명,3
318.1명,1
53건,25
689명,8
6374명,1
910명,5
3621명,5
2037명,2
126명,50
1084명,20
1041명,7
996명,4
99명,71
UN세계물개발보고서,1
4등급,74
3등급,76
37억,99
39층,22
2036년,38
30여만,2
7237대,4
55억,90
10단계,4
86건,8
43일,3
235년,1
6레인,11
155석,8
32레인,6
28분,20
14차례,55
20여년,74
1991년,45
408명,7
704명,7
402명,18
663개,1
202개,12
139개,3
63개,22
724개,2
193명,16
692명,4
90분,42
10~20건,2
4분기,120
30개,162
935가구,7
540가구,6
1288가구,10
725가구,6
231가구,8
은화삼CC,19
2테크노,15
377대,4
2021~2022년,17
6120만,3
5680만,3
1002건,5
10076건,2
3697명,2
354명,23
82명,38
875명,6
83명,51
IM선교회,57
800명대,5
431명,16
392명,24
9번,67
34억,70
99.31점,8
98.69점,8
98.17점,8
98.09점,8
97.48점,8
100.45점,8
99.62점,8
98.84점,8
98.79점,8
97.82점,8
96.71점,8
96.50점,8
95.74점,8
95.27점,8
94.57점,8
5.24점,7
4.66점,7
4.28점,7
3.44점,7
2.44점,7
원익IPS,61
17호,110
151명,19
3세션,4
170여,17
50세대,12
6~8일,1
12~17세,15
초6,3
35조,9
119억,33
3700만,46
52분,5
9호,101
7호,70
X자형,1
C노선,72
21분,9
5442억,5
8060억,1
1631억,1
2595억,1
3336억,1
5931억,1
55분,7
419억,1
9551억,1
4625억,1
1672억,1
9600만,11
19시,13
3800억,7
1343가구,13
3876억,23
8728억,9
330명,50
24만,158
6면,19
A신탁사,1
516호,5
250억,68
1600원,14
19~34세,24
192세대,4
S식자재마트,1
O독서실,1
6000원,30
시즌A,1
시즌B,1
시즌C,1
150여명,25
560평,2
1~7위,2
8~10위,2
63억,41
75억,23
64억,76
AutoKU-R팀,2
10바퀴,3
100대,49
2024~2038년,5
10차,4
90기,1
4호기,9
25기,7
30기,10
신갈JC,25
44만,132
9권,1
680억,1
284곳,6
41대,5
PT면접,3
N잡러,3
45년,126
하남1,5
8000만,106
37.09대,1
57.25대,1
796가구,8
남서울CC,3
251가구,6
941가구,2
807가구,19
39건,44
1호봉,10
8호봉,5
10호봉,5
23일부,2
10인,36
927억,11
1266대,4
112대,10
123건,9
40건,32
8채,3
4채,11
3자,91
1순위권자,2
56억,58
2순위권자,4
90억,77
30가지,1
724만,11
6.1지방,8
043개소,1
1970년대,35
1983년,40
1985년,32
2015년도,6
969명,10
410여,4
IBK기업은행,62
금융API,1
3.83대,10
1363만,11
378명,17
81만,27
950만,5
7026세대,2
9855세대,2
1135세대,2
3046명,8
45.94대,2
14.60대,2
12.17대,2
10.97대,3
385가구,3
16마리,17
200세대,14
18살,24
296건,3
1013곳,1
8인,27
11인,3
남양주FC,1
FC수동,2
526번,22
100일,53
1766가구,5
A공인중개사무소,5
KTX오송역,2
1516가구,2
C공인중개사무소,2
D공인중개사무소,1
6200만,5
1~2건,7
32종,14
4목,3
9종,22
28종,4
14종,27
D노선,11
E노선,5
206만,15
105만,12
147명,32
74명,59
11석,25
8필지,18
2400여,5
SK산단,6
D엔지니어링,2
817명,7
358명,36
65건,48
2800여명,7
요오드131,9
세슘134,9
645기,1
185년,1
150년,3
720곳,5
13편,2
Z세대,20
1672건,7
47일,15
1619건,7
7가지,29
1993년,60
6000여만,7
0원,32
2010년도,2
2014년도,4
100~1500개,1
550만,20
7~12월,4
39종,7
52종,1
200원,53
9000원,28
352길,1
241종,1
2급,50
56종,1
35종,1
1700만,23
29대,18
103주년,6
103년,3
700여명,10
773억,1
9860원,13
128만,18
1~4월,11
5~8월,8
진형욱YTN,1
1650만,4
가상현실VR,3
DL건설,169
82점,4
74점,10
72점,5
141점,3
129점,4
예스24,5
1500장,3
500배,9
1465억,2
428억,13
797곳,5
283곳,7
355건,8
556명,11
2표,6
869표,1
208표,1
188표,1
166표,1
57표,2
50표,1
37표,1
35분,27
13년,105
570실,6
2분거리,2
1.5룸,5
2룸,13
3룸,11
MD구성,1
318호,97
약415,14
900번,9
80번,11
567번,10
90건,24
10여차례,3
1100명,18
063명,4
NH농협화성시지부,6
NH농협은행화성시지부,6
900포,1
65일,16
B타입,31
535세대,1
H아이숲,10
347만,1
3724가구,20
1831만,13
7427건,2
A아파트,16
823포,1
용인통합RPC,5
758원,3
134대,8
272개소,2
718편,3
7권,20
14권,11
154억,12
596만,4
648명,22
625명,17
492명,10
262명,20
1160명,5
311명,10
50선,14
200톤,8
36건,46
188건,10
32건,49
20여억,3
2011년도,5
44점,8
1분기,212
150곳,55
8위,58
10포,3
2023회계,42
305분,1
23호,29
21억,165
84타입,8
PF경색,1
17.8평,3
25세,16
8.9년,1
6005건,5
모형1,3
97만,19
모형3,3
모형2,2
1794건,3
1693건,3
1118건,3
3300명,9
343명,34
50~60대,12
6000건,4
275명,13
329명,5
412명,5
813명,8
943명,5
984명,4
684명,8
214만,9
134종,1
5세,33
미CES,1
620만,30
277만,27
300곳,24
27원,3
86세대,5
60년대,7
7인회,39
86그룹,14
586세대,5
3철,3
제3,47
822명,6
A양,721
12월말,5
315호,305
동용인IC,23
350명,28
219세대,6
9912만,3
34차례,2
900여,20
3천억,31
8기,32
A건설사,5
442톤,1
4759만,1
35번지,3
260번,20
14언더,49
202타,50
파5,96
237번,3
12언더,28
10언더,20
6언더,36
35개국,4
70여명,46
13세,37
1형,14
36개월,30
92곳,24
21배,3
32조,23
21.3배,8
18조,23
341만,8
남양주왕숙1,1
865만,1
왕숙2,7
239만,4
42만,39
66만,44
57만,68
789만,3
68만,21
221만,16
수원당수2,1
안산신길2,3
32만,91
25조,24
29건,64
370원,5
233만,25
500여억,6
2녀,3
1신도시,4
2신도시,10
107가구,11
35가구,10
5정거장,1
2299곳,1
5~6월,16
5005그루,5
13건,83
50~69세,5
2804가구,4
2628가구,4
392가구,22
54가구,25
380가구,28
489가구,32
186가구,23
e편한세상거제유로스카이,1
1113가구,3
3454건,2
5423건,2
227건,3
275건,7
511건,2
87건,14
130건,22
450건,9
585건,3
229건,11
172건,11
70세,66
카카오T,27
2800원,19
789억,6
지상13,1
276호실,1
16호실,1
292호실,1
84만,47
119개,4
700여,39
2천억,31
940건,1
164대,3
416만,74
10여곳,14
80여명,41
2600만,17
5등급,75
SDI연구소,5
LH주거행복지원센터,5
85건,14
9개소,18
12개소,7
883명,4
868명,4
6767억,1
874억,3
150일,9
1512건,6
506건,7
A도시,6
258건,9
95회,5
49건,30
24건,56
43건,32
1113대,6
1389대,6
1차선,25
2~3차선,6
649만,2
995회,6
997회,4
156만,7
576명,11
222만,16
628명,4
108번,2
Letsgo복권유통,2
325번,2
1천억,45
65분,4
33분,8
40~50분,18
822톤,1
700톤,2
00포,1
289.6톤,1
989.6톤,1
680원,5
500~600명,6
40밀리미터,2
580밀리미터,1
560밀리미터,1
OST상,4
890만,2
5132호,2
3529호,2
231호,5
210호,5
6단계,5
SK승원주유소,16
제1,55
36년,19
48세,8
49명,81
6399억,12
중1-53호,9
421억,11
마성IC,25
청명IC,34
중1-94호,11
6차선,15
중1-156호,8
중3-177호,10
4파전,12
MT리포트,12
11년,125
7000억,28
530억,9
18년,145
3017억,1
6833억,1
3상,8
3가지,58
20여개,26
부동산360,43
47억,62
24억,95
2300평,12
2299평,1
1948평,1
3동,55
영통2,5
373명,19
669명,1
126개,7
32개,43
35213건,1
6537건,1
8240건,1
701호,4
1463만,1
H타워,1
2000포인트,5
6급,45
670명,5
3순위,6
7급,52
133명,48
139명,26
최대6,2
8875명,2
1487명,2
593명,3
893명,1
1894명,1
103만,39
3잠,4
2천주,3
3박,7
20세대,8
8층,36
661만,7
673만,2
721만,2
8852번,9
8877번,9
8165번,9
5365명,6
95세,3
1.61명,1
0.92명,2
737명,6
0.878명,1
1.28명,1
1.09명,1
1.06명,1
0.75명,1
0.77명,13
0.78명,4
1.05명,1
1.03명,1
19개,96
511명,27
600곳,7
78일,9
30여분,29
100여건,4
13~27일,1
5000명,60
34건,48
3056만,1
B아파트,6
C아파트,2
3400만,13
704가구,4
867가구,1
208가구,1
J씨,25
A어린이집,12
B어린이집,5
5과,7
1국,8
13팀,8
232팀,9
6소,10
80팀,5
79팀,5
55개,28
2741곳,2
2학기,32
초1,18
2~3시,7
000세대,39
395곳,3
429세대,2
421만,4
369명,17
346곳,3
790세대,2
399곳,4
534세대,3
234만,26
889명,7
368세대,2
168만,11
888명,12
137곳,6
274세대,10
141만,7
498명,5
1~499세대,2
182곳,13
787세대,2
983명,5
999세대,17
65.97점,3
499세대,9
50.56점,2
000여세대,6
358세대,21
275세대,3
LG반도체,4
42조,7
3690억,2
12조,45
13조,34
96조,2
17조,24
CEO스코어,1
270조,1
250조,6
64조,2
75조,3
442세대,2
47건,27
171만,6
138만,18
59만,34
198만,15
11블럭상가협의회,1
2300만,12
NH농촌현장봉사단,3
10~12구간,13
1962년,12
14마리,3
2021학년도,5
66번,2
3557명,1
185명,30
58개소,7
18개소,20
5천억,7
253명,24
200여명,104
900여명,5
2047년,66
46개,12
39개,29
102억,14
758억,2
340억,6
221억,3
156억,13
89억,21
53만,21
LED등,8
L씨,11
O씨,2
2야구장,2
10면,7
362명,17
175명,22
1.9배,5
514만,1
736명,3
국비93,2
405억,3
9657원,2
7835만,2
2648명,2
99회,1
4단,2
2769명,3
72건,19
593개,1
496개,1
422개,1
539개,2
1~4학년,8
17회,16
11톤,8
700명,45
455명,16
715명,31
305명,6
59일,1
893.9명,3
985명,15
313명,21
217명,29
210명,42
BTJ상주열방센터,3
753건,2
478명,6
932명,2
172명,8
243명,5
800명,38
443만,5
361건,3
751건,3
770건,3
983건,1
753명,5
770명,4
132일,2
492만,2
165명,32
137명,38
421명,11
754명,5
1.75배,2
2.83기가와트,1
500여건,2
15개월,17
230여,9
4표,6
30표,6
MICE본부장,3
MICE팀,1
1970년,20
310억,21
4250만,2
55가구,4
440만,8
00특례시,1
00시,5
2025년도,6
27건,44
4박,6
1601명,2
1주기,15
728만,77
in스토어,108
1162개,5
820개,7
735개,7
676개,8
580개,6
1부시장,19
5동,20
9차례,14
1~6월,21
용인2,16
1세제곱미터,1
141마이크로그램,1
100마이크로그램,1
35.4세,7
4000개,27
1000개,38
5000개,11
198억,29
539억,2
410여명,1
용인기흥PFV,16
520억,15
아시아허브PFV,8
1750억,7
198가구,21
387가구,7
3398명,4
1782명,9
23시즌,1
3점,25
711만,16
149만,21
31만,48
86만,11
370억,11
7583대,1
양재IC,28
4~6차,8
반포IC,7
남청라IC,1
2~3배,22
605명,9
314만,4
2126개소,3
9225대,3
3.0사업단,2
521명,5
30살,13
VR적용,1
H패션몰,1
1400억,22
1910년,4
2부시장,33
0명,27
237명,16
32필지,5
19필지,1
2필지,36
11필지,7
37건,35
3000여,34
4050명,5
SH서울주택도시공사,1
20건,96
2601명,2
2703명,2
295억,20
302억,4
6856억,7
1950세대,11
2지구,129
156조,1
2항,43
56대,26
128대,9
29년,45
LH관리,1
12세,92
24학급,39
B사업장,1
2731명,4
G드림카드,24
아동급식카드・1866명,1
865명,8
BC카드,23
31.94점,4
686.09점,4
IoT화재안전장비,4
100분,25
A농협,1
A조합장,1
17도,15
K농업법인,2
문서24,11
213만,17
1862만,5
성수에스케이브이원센터1,3
3421억,2
1338억,7
299억,8
4693억,7
110억,59
118억,13
U턴차,11
460억,24
560만,39
169만,13
422억,20
613억,8
1392억,2
684억,3
3종류,8
500원,77
1300원,13
1072명,4
AI카메라,5
25종목,4
432명,15
15종목,5
30위,22
5400만,7
5100여,6
382명,32
349명,39
80세,60
77개,8
2~3주,9
693억,16
142건,10
5037만,6
11사,6
66건,17
1026만,6
141억,20
76건,15
4011만,6
552억,6
2689만,6
501개소,1
30개소,2
2877만,3
480만,7
409만,6
29억,69
229개,9
1477명,1
121조,20
2나노미터,9
A교회,15
1차례,5
915개,1
754개,3
87개,4
3047명,2
5269건,1
5649건,1
191건,5
784명,23
166명,25
5827명,7
385명,20
5368명,5
CJ텔레닉스,10
558대,11
345대,12
339대,13
4~8시,12
1917대,9
3베,12
22편,1
제2023-1257호,4
325개,6
1241명,4
514억,40
588명,5
448명,19
224병상,3
250명,52
7101개,1
6094개,6
311개,5
500가구,35
분29.87초,1
4.5건,1
50건,44
6.6명,5
1.4건,1
363번지,2
8~9월,15
16~24시간,2
GW급,4
2031년,36
45석,17
25석,10
2석,13
7단지,9
11층,35
88실,3
118실,2
366만,3
199개,2
546실,2
플립6,3
Z폴드,1
120여,45
해미IC,5
23년,64
1시간대,4
200병,3
99점,6
S등급,18
19점,10
44분,4
2850억,5
5227억,3
717억,13
1매,16
582명,5
515명,18
518명,8
316명,6
894명,3
202명,7
410명,9
646명,8
842명,6
1403세대,6
2063세대,8
438세대,10
3403건,14
C타입,19
241대,18
2000세대,7
98개,14
9.30기준,6
100.01점,12
99.38점,11
97.94점,11
97.58점,11
96.82점,11
99.27점,11
98.67점,11
98.22점,11
98.19점,11
98.06점,11
97.71점,11
96.80점,11
94.58점,11
94.01점,11
93.83점,11
12.47점,10
12.00점,10
9.90점,10
4.75점,10
59회,2
17건,48
850만,5
GS홈쇼핑,4
55사단,8
54년,5
250년,3
540여개,1
2100여명,2
6000여명,12
1770년,1
영조46,1
도촌1,1
1960년,13
171명,30
TCS국제학교,6
B교회,13
IEM국제학교,14
300여곳,2
28.4도,1
31.6도,3
10.6도,1
20도,25
5도,16
12권,3
1940년,1
A그룹,51
B그룹,37
C그룹,20
28개,64
119신고,59
F추진단,13
426대,12
CBS노컷뉴스,29
1.5단계,87
21세기,30
634명,6
3배수,3
4자녀,1
477명,9
5이내,1
4이내,1
318명,12
2025학년도,5
89곳,21
940억,18
9천억,5
30~50분,7
0.8명,3
176명,33
307명,9
808명,8
75호,11
6319가구,10
30호,7
400명대,6
663명,8
54만,42
18위,13
100위,13
4자,22
9170건,7
1397건,7
1066건,9
972건,8
907건,7
818건,9
2317만,1
2200만,24
7000여가구,1
1200가구,23
876가구,5
170여명,4
25개소,6
83억,9
9~17개,1
59건,14
3.9배,2
392개,2
8점,23
E등급,25
344명,21
20종,15
65종,6
869억,47
41건,52
831억,28
205억,22
150개,60
2021시즌,18
13골,1
7도움,3
119구급,19
A서기관,1
20여분,34
4817명,19
2800만,10
3305억,2
1씩,5
1981~1992년,1
151개,3
B등급,35
827개,2
762명,6
216개,3
450만,28
1964~1974년,1
50~60세,1
홈bar,12
3구,29
5주,68
3~7세,2
9~12일,2
31건,42
682가구,3
785가구,5
103세대,5
718세대,3
385세대,3
2020~2039년,11
1244만,32
840명,23
4종,57
30초,21
43조,12
AI기술,12
1990명,5
67일,7
462만,4
5673명,3
B군,141
1학기,18
10문장,8
B학생,17
3주기,13
94만,48
38.9세,2
41.7세,1
42.4세,1
43세,6
960만,9
1180만,3
1030만,2
7674개,1
88.99명,1
2010년대,14
353대,4
600본,2
1토막,3
200평,11
30통,1
10통,4
2~3통,1
